title_index,user_index,rating,user,index
7.0,2885.0,5,,
7.0,272.0,5,,
7.0,10464.0,5,,
7.0,5925.0,5,,
7.0,7581.0,5,,
279.0,4841.0,5,,
279.0,9801.0,5,,
279.0,7564.0,5,,
279.0,8992.0,5,,
279.0,3928.0,4,,
279.0,2379.0,2,,
279.0,9561.0,1,,
279.0,8276.0,1,,
231.0,5770.0,2,,
231.0,1277.0,5,,
231.0,603.0,5,,
231.0,9529.0,5,,
231.0,2255.0,5,,
231.0,10334.0,5,,
538.0,9751.0,5,,
538.0,6762.0,5,,
538.0,6950.0,5,,
538.0,8993.0,5,,
538.0,483.0,5,,
538.0,8206.0,5,,
538.0,1206.0,5,,
538.0,9427.0,5,,
538.0,7873.0,5,,
538.0,4700.0,5,,
538.0,6898.0,5,,
538.0,2283.0,5,,
538.0,502.0,5,,
538.0,9501.0,5,,
538.0,5869.0,5,,
538.0,9556.0,5,,
538.0,8998.0,5,,
538.0,8642.0,5,,
538.0,728.0,5,,
538.0,427.0,5,,
538.0,819.0,5,,
538.0,638.0,5,,
538.0,8191.0,5,,
538.0,6134.0,4,,
538.0,10524.0,5,,
8.0,1213.0,5,,
8.0,5356.0,5,,
8.0,8781.0,5,,
8.0,10552.0,5,,
8.0,7622.0,5,,
8.0,717.0,5,,
8.0,898.0,5,,
8.0,7721.0,5,,
8.0,7484.0,5,,
8.0,3878.0,5,,
8.0,8183.0,5,,
8.0,6751.0,5,,
8.0,5982.0,5,,
8.0,9180.0,5,,
8.0,7647.0,5,,
8.0,9835.0,5,,
8.0,3265.0,4,,
382.0,1486.0,2,,
382.0,4245.0,1,,
382.0,10186.0,3,,
382.0,1847.0,5,,
382.0,6424.0,5,,
382.0,9569.0,5,,
382.0,10430.0,5,,
382.0,1656.0,5,,
382.0,5071.0,3,,
382.0,9056.0,3,,
382.0,4920.0,5,,
382.0,8879.0,5,,
382.0,6883.0,5,,
382.0,3786.0,5,,
382.0,4836.0,5,,
382.0,4391.0,5,,
382.0,9708.0,5,,
382.0,2400.0,5,,
382.0,2472.0,5,,
382.0,7156.0,5,,
382.0,6159.0,5,,
382.0,5448.0,5,,
382.0,3782.0,5,,
382.0,5413.0,4,,
382.0,2043.0,4,,
352.0,5086.0,5,,
352.0,4043.0,5,,
352.0,10344.0,5,,
352.0,7098.0,5,,
352.0,5236.0,5,,
352.0,10490.0,5,,
352.0,6817.0,4,,
352.0,9668.0,4,,
352.0,2215.0,5,,
352.0,6223.0,5,,
352.0,8976.0,5,,
352.0,8925.0,5,,
352.0,9577.0,5,,
352.0,5372.0,5,,
352.0,9977.0,5,,
352.0,1941.0,5,,
352.0,4335.0,5,,
352.0,9534.0,2,,
506.0,9391.0,2,,
506.0,518.0,2,,
506.0,3472.0,1,,
506.0,5007.0,1,,
506.0,9455.0,1,,
506.0,1689.0,5,,
506.0,1695.0,1,,
506.0,2616.0,5,,
506.0,4169.0,5,,
506.0,1559.0,5,,
506.0,8641.0,5,,
506.0,8696.0,1,,
506.0,4054.0,1,,
506.0,10508.0,5,,
506.0,4812.0,5,,
506.0,6430.0,2,,
506.0,6928.0,5,,
506.0,4327.0,5,,
506.0,10071.0,5,,
506.0,5044.0,5,,
506.0,8524.0,5,,
506.0,2809.0,5,,
506.0,8476.0,5,,
506.0,4465.0,5,,
506.0,10618.0,5,,
601.0,1925.0,1,,
601.0,626.0,5,,
601.0,122.0,5,,
601.0,9519.0,5,,
601.0,2995.0,5,,
601.0,13.0,5,,
601.0,6973.0,4,,
601.0,3818.0,5,,
601.0,1244.0,5,,
601.0,2600.0,5,,
601.0,5499.0,5,,
601.0,5460.0,5,,
601.0,2840.0,4,,
601.0,8463.0,2,,
601.0,547.0,1,,
601.0,8708.0,1,,
601.0,7964.0,5,,
601.0,7309.0,5,,
601.0,6142.0,5,,
601.0,351.0,5,,
601.0,2517.0,5,,
601.0,4285.0,5,,
601.0,1285.0,5,,
601.0,970.0,5,,
601.0,2826.0,5,,
182.0,700.0,1,,
182.0,1817.0,5,,
182.0,610.0,5,,
182.0,8519.0,2,,
182.0,2922.0,3,,
182.0,8920.0,1,,
182.0,4508.0,5,,
182.0,724.0,5,,
182.0,7555.0,3,,
182.0,8873.0,1,,
182.0,6043.0,5,,
182.0,8677.0,5,,
182.0,3493.0,5,,
182.0,1733.0,4,,
182.0,2870.0,5,,
182.0,3803.0,5,,
182.0,5187.0,5,,
182.0,217.0,5,,
182.0,2821.0,5,,
182.0,3777.0,5,,
182.0,7181.0,3,,
182.0,156.0,3,,
182.0,103.0,5,,
182.0,4655.0,5,,
182.0,1861.0,5,,
234.0,8407.0,2,,
234.0,923.0,1,,
234.0,4015.0,1,,
234.0,594.0,3,,
234.0,8400.0,2,,
234.0,3163.0,1,,
234.0,6393.0,3,,
234.0,6548.0,1,,
234.0,7351.0,2,,
234.0,3224.0,2,,
234.0,2022.0,1,,
234.0,3724.0,5,,
234.0,2755.0,5,,
234.0,7724.0,1,,
234.0,10080.0,5,,
234.0,5691.0,1,,
234.0,3627.0,5,,
234.0,6857.0,1,,
234.0,2088.0,5,,
234.0,4079.0,1,,
234.0,2858.0,1,,
234.0,9728.0,5,,
234.0,10428.0,4,,
234.0,2979.0,3,,
234.0,8106.0,5,,
174.0,903.0,1,,
174.0,9578.0,2,,
174.0,10243.0,3,,
174.0,4660.0,4,,
174.0,1574.0,3,,
174.0,946.0,1,,
174.0,3796.0,5,,
174.0,5714.0,5,,
174.0,9626.0,5,,
174.0,5453.0,5,,
174.0,993.0,5,,
174.0,4206.0,4,,
174.0,5484.0,4,,
174.0,5952.0,1,,
174.0,4216.0,1,,
174.0,5586.0,5,,
174.0,1364.0,5,,
174.0,1866.0,5,,
174.0,211.0,5,,
174.0,4342.0,5,,
174.0,10608.0,5,,
174.0,6352.0,5,,
174.0,5775.0,5,,
174.0,5517.0,5,,
174.0,4905.0,5,,
489.0,7343.0,2,,
489.0,7847.0,4,,
489.0,7526.0,5,,
489.0,1775.0,5,,
489.0,6298.0,5,,
489.0,4579.0,5,,
489.0,5660.0,5,,
489.0,8784.0,5,,
489.0,3217.0,5,,
489.0,5008.0,5,,
489.0,7800.0,5,,
489.0,7463.0,5,,
489.0,5188.0,5,,
489.0,471.0,5,,
489.0,2155.0,4,,
489.0,3223.0,4,,
489.0,8926.0,4,,
489.0,5532.0,4,,
489.0,5768.0,3,,
489.0,76.0,2,,
610.0,6554.0,3,,
610.0,10027.0,5,,
610.0,7568.0,5,,
610.0,4981.0,5,,
610.0,1657.0,5,,
610.0,8584.0,5,,
610.0,8962.0,5,,
610.0,6547.0,5,,
610.0,6922.0,5,,
610.0,6539.0,5,,
610.0,3323.0,5,,
610.0,9511.0,5,,
610.0,10315.0,5,,
610.0,8639.0,4,,
610.0,1067.0,4,,
707.0,9999.0,4,,
707.0,10434.0,5,,
707.0,7252.0,5,,
707.0,8988.0,5,,
707.0,3587.0,1,,
707.0,2463.0,3,,
707.0,6792.0,5,,
707.0,367.0,5,,
707.0,6768.0,5,,
707.0,2331.0,5,,
707.0,1141.0,5,,
707.0,3319.0,5,,
707.0,2863.0,5,,
707.0,7297.0,5,,
707.0,8789.0,5,,
707.0,8560.0,5,,
707.0,6087.0,5,,
707.0,3589.0,5,,
707.0,7585.0,5,,
707.0,1320.0,5,,
707.0,8698.0,5,,
707.0,8420.0,5,,
707.0,1079.0,5,,
707.0,6585.0,5,,
707.0,3747.0,5,,
376.0,1966.0,5,,
376.0,3720.0,5,,
376.0,1248.0,5,,
376.0,6304.0,5,,
376.0,6932.0,5,,
376.0,5903.0,5,,
376.0,4753.0,5,,
376.0,4598.0,5,,
376.0,2987.0,5,,
376.0,8124.0,5,,
376.0,8362.0,5,,
376.0,629.0,5,,
376.0,5991.0,5,,
376.0,8850.0,5,,
376.0,9533.0,5,,
376.0,713.0,5,,
376.0,6495.0,5,,
376.0,2564.0,5,,
376.0,979.0,5,,
376.0,5942.0,5,,
376.0,8210.0,5,,
376.0,10211.0,5,,
376.0,2176.0,5,,
376.0,182.0,5,,
209.0,3929.0,3,,
209.0,4838.0,1,,
209.0,9954.0,2,,
209.0,10078.0,1,,
209.0,4191.0,1,,
209.0,906.0,5,,
209.0,9770.0,5,,
209.0,1821.0,3,,
209.0,9692.0,4,,
209.0,2062.0,3,,
209.0,1911.0,3,,
209.0,5560.0,2,,
209.0,8133.0,2,,
209.0,636.0,1,,
209.0,6653.0,5,,
209.0,4485.0,4,,
209.0,9336.0,3,,
209.0,5554.0,3,,
209.0,9189.0,3,,
209.0,4431.0,3,,
209.0,6959.0,1,,
209.0,8479.0,5,,
209.0,7219.0,5,,
209.0,6918.0,5,,
209.0,9087.0,5,,
339.0,5487.0,5,,
339.0,10458.0,5,,
339.0,9275.0,5,,
339.0,2166.0,5,,
339.0,9458.0,1,,
339.0,347.0,5,,
339.0,1682.0,5,,
339.0,3784.0,5,,
339.0,9988.0,5,,
339.0,4418.0,5,,
339.0,1825.0,5,,
339.0,7273.0,5,,
339.0,6161.0,5,,
339.0,7272.0,5,,
339.0,6039.0,5,,
339.0,4597.0,5,,
339.0,8488.0,5,,
339.0,2008.0,5,,
339.0,9911.0,5,,
339.0,1350.0,5,,
339.0,2961.0,5,,
339.0,9054.0,5,,
339.0,7741.0,5,,
339.0,4453.0,5,,
339.0,3759.0,5,,
342.0,10474.0,5,,
342.0,7123.0,5,,
342.0,5085.0,5,,
342.0,2763.0,5,,
342.0,4294.0,3,,
342.0,10365.0,5,,
342.0,4805.0,5,,
342.0,2014.0,5,,
342.0,648.0,4,,
342.0,6146.0,4,,
342.0,7576.0,4,,
673.0,6698.0,1,,
673.0,10106.0,5,,
673.0,8839.0,5,,
673.0,2977.0,5,,
673.0,5772.0,5,,
673.0,690.0,5,,
673.0,770.0,4,,
673.0,6767.0,4,,
673.0,3529.0,5,,
673.0,2739.0,4,,
673.0,9965.0,4,,
673.0,6887.0,4,,
673.0,4824.0,4,,
673.0,1259.0,4,,
673.0,1957.0,5,,
673.0,4816.0,5,,
673.0,3553.0,5,,
673.0,2692.0,5,,
673.0,4415.0,5,,
673.0,2548.0,5,,
673.0,5763.0,5,,
673.0,4368.0,5,,
673.0,936.0,5,,
673.0,1850.0,5,,
673.0,6188.0,5,,
437.0,4911.0,3,,
437.0,4470.0,2,,
437.0,1828.0,4,,
437.0,1274.0,2,,
437.0,7867.0,1,,
437.0,1089.0,5,,
437.0,5009.0,5,,
437.0,115.0,5,,
437.0,6917.0,5,,
437.0,9266.0,5,,
437.0,7329.0,5,,
437.0,8566.0,5,,
437.0,2607.0,5,,
437.0,9690.0,5,,
437.0,4557.0,4,,
437.0,6684.0,4,,
437.0,1878.0,2,,
437.0,9273.0,2,,
437.0,4055.0,1,,
437.0,6252.0,5,,
437.0,5421.0,5,,
437.0,4971.0,5,,
437.0,5258.0,5,,
437.0,10557.0,5,,
437.0,4600.0,5,,
143.0,1522.0,5,,
143.0,7819.0,5,,
143.0,9379.0,5,,
143.0,7473.0,5,,
143.0,9261.0,5,,
143.0,732.0,1,,
143.0,5382.0,5,,
143.0,5320.0,5,,
143.0,8620.0,5,,
143.0,2837.0,5,,
143.0,10572.0,5,,
143.0,4323.0,5,,
143.0,8941.0,5,,
143.0,920.0,5,,
143.0,5716.0,5,,
143.0,4091.0,5,,
143.0,10505.0,5,,
143.0,5104.0,5,,
143.0,9632.0,5,,
143.0,5365.0,5,,
143.0,378.0,5,,
143.0,586.0,5,,
143.0,9845.0,5,,
143.0,6119.0,5,,
143.0,5317.0,5,,
274.0,3678.0,5,,
274.0,5630.0,5,,
274.0,2658.0,5,,
274.0,7130.0,5,,
274.0,7122.0,5,,
274.0,6217.0,5,,
274.0,3737.0,5,,
274.0,1064.0,5,,
274.0,2726.0,5,,
274.0,5336.0,5,,
274.0,5703.0,5,,
274.0,7413.0,5,,
274.0,4296.0,5,,
274.0,10045.0,5,,
274.0,6548.0,5,,
274.0,8258.0,5,,
274.0,9474.0,5,,
274.0,6410.0,5,,
274.0,9428.0,5,,
274.0,10141.0,5,,
274.0,5727.0,5,,
274.0,8691.0,5,,
274.0,3590.0,5,,
274.0,7916.0,4,,
274.0,8924.0,4,,
517.0,7201.0,2,,
517.0,6702.0,5,,
517.0,1327.0,3,,
517.0,8153.0,5,,
517.0,8366.0,5,,
517.0,587.0,3,,
517.0,3237.0,5,,
517.0,8256.0,5,,
517.0,3409.0,5,,
517.0,7874.0,5,,
517.0,4126.0,5,,
517.0,5912.0,5,,
517.0,7827.0,5,,
517.0,8466.0,5,,
517.0,5209.0,5,,
517.0,5866.0,5,,
517.0,6668.0,4,,
517.0,5680.0,4,,
517.0,8342.0,4,,
517.0,1087.0,4,,
517.0,1473.0,2,,
70.0,3924.0,5,,
70.0,303.0,5,,
70.0,6548.0,5,,
70.0,2060.0,5,,
70.0,4272.0,5,,
70.0,6364.0,5,,
70.0,8181.0,4,,
70.0,1820.0,2,,
70.0,9074.0,2,,
70.0,2024.0,2,,
70.0,4198.0,5,,
70.0,2709.0,5,,
70.0,6360.0,5,,
70.0,10257.0,5,,
70.0,5684.0,5,,
70.0,4060.0,5,,
70.0,5988.0,5,,
70.0,6399.0,5,,
70.0,9169.0,5,,
70.0,8295.0,5,,
70.0,9896.0,5,,
70.0,1420.0,5,,
70.0,2828.0,5,,
70.0,9899.0,5,,
70.0,1608.0,5,,
191.0,2430.0,3,,
191.0,5281.0,3,,
191.0,7255.0,5,,
191.0,9222.0,5,,
191.0,4974.0,5,,
191.0,8701.0,5,,
191.0,10242.0,5,,
191.0,6692.0,5,,
191.0,4511.0,5,,
191.0,1150.0,1,,
191.0,8580.0,5,,
191.0,1669.0,5,,
191.0,4617.0,5,,
191.0,6263.0,5,,
191.0,7940.0,5,,
191.0,6619.0,5,,
191.0,9158.0,5,,
191.0,8266.0,5,,
191.0,5056.0,5,,
191.0,4047.0,5,,
191.0,4808.0,5,,
191.0,2512.0,5,,
191.0,517.0,5,,
191.0,8268.0,5,,
191.0,1899.0,5,,
593.0,5017.0,5,,
593.0,9210.0,5,,
593.0,2603.0,5,,
593.0,6679.0,5,,
593.0,4514.0,5,,
593.0,7368.0,5,,
593.0,1983.0,5,,
593.0,9753.0,5,,
593.0,6659.0,5,,
593.0,8935.0,5,,
593.0,1255.0,5,,
593.0,2460.0,5,,
593.0,6211.0,5,,
593.0,4562.0,5,,
593.0,1570.0,5,,
593.0,871.0,5,,
593.0,9850.0,5,,
593.0,2085.0,5,,
593.0,4419.0,5,,
593.0,6433.0,5,,
593.0,2403.0,5,,
593.0,5251.0,5,,
593.0,1085.0,5,,
593.0,5010.0,5,,
593.0,7695.0,5,,
321.0,8070.0,1,,
321.0,954.0,1,,
321.0,2411.0,5,,
321.0,2484.0,5,,
321.0,7362.0,5,,
321.0,3238.0,5,,
321.0,1447.0,5,,
321.0,6710.0,5,,
321.0,62.0,5,,
321.0,5709.0,5,,
321.0,714.0,4,,
321.0,2183.0,4,,
321.0,5142.0,4,,
321.0,7089.0,4,,
261.0,2108.0,1,,
261.0,2656.0,5,,
261.0,6594.0,5,,
261.0,8527.0,5,,
261.0,6372.0,5,,
261.0,5530.0,5,,
261.0,7921.0,5,,
261.0,1638.0,5,,
261.0,4093.0,5,,
261.0,1647.0,5,,
261.0,4964.0,5,,
261.0,8680.0,5,,
261.0,3057.0,5,,
261.0,8682.0,5,,
261.0,9132.0,5,,
261.0,7457.0,5,,
261.0,9612.0,5,,
261.0,5183.0,5,,
261.0,8351.0,5,,
261.0,7693.0,5,,
261.0,7145.0,5,,
261.0,2950.0,5,,
261.0,5118.0,5,,
261.0,9488.0,5,,
261.0,10110.0,5,,
718.0,3460.0,2,,
718.0,6300.0,3,,
718.0,10002.0,1,,
718.0,9838.0,3,,
718.0,8531.0,2,,
718.0,9103.0,3,,
718.0,3771.0,1,,
718.0,2851.0,5,,
718.0,8354.0,5,,
718.0,1412.0,3,,
718.0,4894.0,5,,
718.0,3834.0,1,,
718.0,5753.0,5,,
718.0,6098.0,3,,
718.0,393.0,1,,
718.0,1929.0,5,,
718.0,5590.0,5,,
718.0,2132.0,5,,
718.0,1816.0,5,,
718.0,9188.0,2,,
718.0,41.0,2,,
718.0,2224.0,2,,
718.0,793.0,5,,
718.0,3305.0,5,,
718.0,9055.0,5,,
322.0,7639.0,5,,
322.0,6634.0,5,,
322.0,4605.0,5,,
322.0,10402.0,5,,
322.0,7339.0,5,,
322.0,6836.0,5,,
322.0,5779.0,5,,
322.0,10285.0,5,,
322.0,6652.0,5,,
322.0,6706.0,5,,
322.0,3050.0,5,,
322.0,415.0,5,,
322.0,7395.0,5,,
322.0,2110.0,5,,
322.0,93.0,5,,
322.0,7147.0,5,,
322.0,8602.0,5,,
322.0,6637.0,5,,
322.0,7451.0,5,,
322.0,523.0,5,,
322.0,10404.0,5,,
322.0,1011.0,5,,
322.0,1480.0,4,,
322.0,4231.0,4,,
322.0,5876.0,4,,
327.0,10619.0,5,,
327.0,9991.0,5,,
327.0,4237.0,4,,
327.0,3247.0,3,,
327.0,3001.0,5,,
327.0,7833.0,5,,
327.0,7353.0,5,,
327.0,1163.0,5,,
327.0,6448.0,5,,
327.0,8669.0,5,,
327.0,5931.0,5,,
327.0,5626.0,5,,
327.0,3791.0,5,,
327.0,5836.0,5,,
327.0,5540.0,5,,
327.0,1773.0,5,,
327.0,6582.0,5,,
327.0,2559.0,5,,
327.0,1831.0,5,,
327.0,662.0,5,,
327.0,6964.0,5,,
327.0,10394.0,5,,
327.0,10531.0,5,,
327.0,4629.0,5,,
327.0,4625.0,5,,
380.0,9432.0,3,,
380.0,9086.0,5,,
380.0,8734.0,5,,
380.0,2348.0,5,,
380.0,5666.0,5,,
380.0,5435.0,5,,
380.0,7306.0,4,,
380.0,4666.0,4,,
380.0,4206.0,4,,
380.0,9337.0,4,,
380.0,7163.0,2,,
380.0,6737.0,5,,
380.0,10182.0,5,,
380.0,9903.0,5,,
380.0,10166.0,5,,
380.0,10111.0,5,,
380.0,7076.0,5,,
380.0,5947.0,5,,
380.0,735.0,5,,
380.0,8714.0,5,,
380.0,5034.0,5,,
380.0,8392.0,5,,
380.0,7238.0,5,,
380.0,5344.0,5,,
380.0,3821.0,5,,
539.0,6243.0,5,,
539.0,1840.0,5,,
539.0,5986.0,5,,
539.0,6387.0,5,,
539.0,5445.0,5,,
539.0,5520.0,5,,
539.0,6916.0,5,,
539.0,9929.0,5,,
539.0,9185.0,5,,
539.0,3895.0,5,,
539.0,5496.0,5,,
539.0,3413.0,5,,
539.0,4997.0,5,,
539.0,6873.0,5,,
539.0,7684.0,5,,
539.0,6508.0,5,,
539.0,3972.0,5,,
539.0,5641.0,5,,
539.0,400.0,5,,
539.0,7137.0,5,,
539.0,7482.0,5,,
539.0,2524.0,5,,
539.0,4550.0,5,,
539.0,8834.0,5,,
539.0,8456.0,5,,
304.0,777.0,5,,
304.0,7030.0,5,,
304.0,7058.0,5,,
304.0,5077.0,3,,
304.0,5995.0,5,,
304.0,2622.0,5,,
304.0,6255.0,5,,
304.0,7256.0,5,,
304.0,3002.0,5,,
304.0,9153.0,5,,
304.0,7600.0,4,,
304.0,3894.0,3,,
304.0,2689.0,3,,
304.0,2702.0,5,,
304.0,7257.0,5,,
304.0,4025.0,5,,
304.0,6623.0,5,,
304.0,1037.0,5,,
304.0,6186.0,5,,
304.0,9815.0,5,,
304.0,9065.0,5,,
304.0,7084.0,5,,
304.0,5783.0,5,,
304.0,6040.0,5,,
304.0,10218.0,5,,
157.0,4738.0,3,,
157.0,6133.0,5,,
157.0,6172.0,5,,
157.0,4592.0,5,,
157.0,9527.0,4,,
157.0,1492.0,4,,
157.0,6683.0,1,,
157.0,1273.0,5,,
157.0,664.0,5,,
157.0,7820.0,5,,
157.0,6165.0,5,,
157.0,5893.0,5,,
157.0,7897.0,5,,
157.0,6745.0,5,,
157.0,9993.0,5,,
157.0,1029.0,5,,
157.0,4989.0,5,,
157.0,179.0,5,,
157.0,4602.0,5,,
157.0,7466.0,5,,
157.0,2871.0,4,,
157.0,3556.0,4,,
157.0,8212.0,4,,
157.0,1126.0,4,,
157.0,9415.0,4,,
461.0,7899.0,3,,
461.0,5264.0,2,,
461.0,2492.0,4,,
461.0,3694.0,3,,
461.0,5328.0,3,,
461.0,9083.0,5,,
461.0,5667.0,5,,
461.0,8666.0,5,,
461.0,9615.0,3,,
461.0,8165.0,3,,
461.0,7300.0,3,,
461.0,7203.0,3,,
461.0,2092.0,1,,
461.0,1996.0,5,,
461.0,10273.0,5,,
461.0,2801.0,5,,
461.0,597.0,5,,
461.0,7818.0,5,,
461.0,7210.0,5,,
461.0,5047.0,3,,
461.0,4835.0,3,,
461.0,9370.0,1,,
461.0,5256.0,5,,
461.0,7375.0,5,,
461.0,6980.0,5,,
559.0,10477.0,4,,
559.0,3319.0,5,,
559.0,4765.0,5,,
559.0,6585.0,5,,
559.0,1986.0,5,,
559.0,8766.0,5,,
559.0,4487.0,5,,
559.0,667.0,5,,
559.0,5956.0,5,,
559.0,279.0,4,,
559.0,8157.0,3,,
559.0,458.0,1,,
369.0,2699.0,3,,
369.0,9792.0,1,,
369.0,508.0,3,,
369.0,5108.0,5,,
369.0,5186.0,5,,
369.0,6660.0,1,,
369.0,5190.0,5,,
369.0,1116.0,5,,
369.0,9861.0,5,,
369.0,9262.0,5,,
369.0,3453.0,1,,
369.0,4344.0,5,,
369.0,1598.0,5,,
369.0,8448.0,5,,
369.0,6019.0,5,,
369.0,2000.0,5,,
369.0,8328.0,5,,
369.0,9719.0,5,,
369.0,5626.0,5,,
369.0,8963.0,5,,
369.0,2915.0,5,,
369.0,5522.0,5,,
369.0,8454.0,5,,
369.0,5585.0,5,,
369.0,2369.0,5,,
40.0,9907.0,2,,
40.0,5742.0,5,,
40.0,557.0,3,,
40.0,92.0,5,,
40.0,8175.0,2,,
40.0,4345.0,5,,
40.0,3195.0,5,,
40.0,5199.0,5,,
40.0,689.0,5,,
40.0,3504.0,4,,
40.0,4142.0,3,,
40.0,6198.0,5,,
40.0,8462.0,5,,
40.0,3689.0,3,,
40.0,8152.0,2,,
40.0,566.0,5,,
40.0,7658.0,5,,
40.0,6654.0,5,,
